accountsLoggedIntoFromDeviceInLastDay,accountsLoggedIntoFromDeviceInLastWeek,accountsLoggedIntoFromDeviceInLastMonth,areBarberAndClientUsingTheSameDevice,barberClientCount,barberMobilePayTransactionsUnderReview,barberRejectedTransactionsAllTime,barberTransactionsAllTime,barberProcessedTransactionsAllTime,barberTransactionsCreatedAndProcessedInLast1Hour,barberUnregisteredClientCount,clientAccountEmailChangedInLastDay,clientAccountRegisteredApprovedDeviceInLastDay,clientDeviceCount,clientMobilePayFraudAssessmentsPendingReview,clientPaymentMethodChangesInLastHour,clientPaymentMethodChangesInLastDay,clientPaymentMethodChangesInLastWeek,clientPaymentMethodChangesInLastMonth,clientPaymentMethodChangesInLastThreeMonths,clientTransactionsInLast1Hour,clientTransactionsAllTime,clientProcessedTransactionsAllTime,clientTransactionsWithBarberAllTime,clientIPAndMerchantAccountCreationIPMatch,daysBetweenBarberSignupAndBooking,deviceMobilePayFraudAssessmentsPendingReview,hasBarberClientRelation,hoursBetweenBookingAndAppointmentStart,hoursBetweenClientSignupAndBooking,isWalletPaymentMethod,minutesBetweenBookingAndAppointmentStart,mobilePayTransactionsCreatedFromDeviceInLastHour,mobilePayTransactionsCreatedFromDeviceInLastDay,mobilePayTransactionsCreatedFromDeviceInLastWeek,mobilePayTransactionsCreatedFromDeviceInLastMonth,mobilePayTransactionsCreatedFromIPInLastHour,mobilePayTransactionsCreatedFromIPInLastDay,mobilePayTransactionsCreatedFromIPInLastWeek,mobilePayTransactionsCreatedFromIPInLastMonth,rejectedClientTransactions,tipAmountToServicePriceRatio,transactionDisputesCreatedFromIPAllTime,transactionTotal,is_fraud,,,known_values
0,0,0,FALSE,865,0,1,4077,2717,0,1,FALSE,FALSE,1,0,0,0,0,0,0,1,29,24,29,FALSE,2049,0,TRUE,55,14010,FALSE,3316,1,1,1,2,1,1,1,1,0,0.33,0,80.95,,,,FALSE
0,0,0,FALSE,633,0,0,3321,2793,0,0,FALSE,FALSE,1,0,2,3,3,3,3,0,15,12,0,FALSE,2087,0,TRUE,2000,2461,FALSE,120005,0,0,0,0,0,0,0,2,0,0.2,0,36.95,,,,TRUE
0,0,0,FALSE,228,0,0,802,732,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,2,3,FALSE,2121,0,TRUE,5,1087,TRUE,311,1,1,1,2,1,1,1,2,0,0,0,45.95,,,,FALSE
0,0,0,FALSE,1839,0,1,1375,1099,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,2,1,2,FALSE,2387,0,TRUE,80,5190,FALSE,4812,1,1,1,1,1,1,1,1,0,0,0,10.95,,,,FALSE
1,1,1,FALSE,485,0,0,285,230,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,0,FALSE,323,0,FALSE,59,59,FALSE,3585,1,1,1,1,1,1,1,1,0,0,0,25.95,,,,TRUE
0,0,0,FALSE,524,0,1,1197,964,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,30,28,8,FALSE,2032,0,TRUE,5,13966,TRUE,351,1,1,1,1,1,1,1,1,0,0,0,45.95,,,,FALSE
0,1,1,FALSE,503,0,0,634,557,0,0,FALSE,FALSE,2,0,0,0,0,0,1,1,3,2,3,FALSE,664,0,TRUE,49,6483,FALSE,2959,1,1,1,1,1,1,1,1,0,0,0,60.95,,,,FALSE
0,0,0,FALSE,873,0,0,2447,1887,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,9,7,9,FALSE,1088,0,TRUE,49,13987,TRUE,2976,1,1,1,1,1,1,1,2,0,0.2,0,60.95,,,,FALSE
0,0,0,FALSE,188,0,2,875,729,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,33,22,33,FALSE,868,0,TRUE,19,13985,TRUE,1150,1,1,1,4,1,1,1,1,0,0.67,0,25.95,,,,FALSE
0,0,0,FALSE,964,0,0,159,133,0,0,FALSE,FALSE,1,0,0,0,0,1,1,1,3,2,3,FALSE,2235,0,TRUE,61,14032,FALSE,3710,1,1,1,2,1,1,1,1,0,0.38,0,55.95,,,,FALSE
1,1,1,FALSE,389,0,0,551,490,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,1,0,1,FALSE,1375,0,FALSE,24,27,TRUE,1468,1,1,1,1,1,1,2,2,0,0.13,0,35,,,,FALSE
0,0,0,FALSE,316,0,0,1166,879,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,9,6,9,FALSE,1866,0,TRUE,72,11635,FALSE,4364,1,1,2,2,1,1,2,2,0,0.27,0,38.95,,,,FALSE
0,0,0,FALSE,831,0,0,3081,2559,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,25,23,25,FALSE,1890,0,TRUE,25,13224,TRUE,1544,1,1,1,1,1,1,1,3,0,0.4,0,70.95,,,,FALSE
0,0,0,FALSE,580,0,2,1727,1385,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,39,27,39,FALSE,1029,0,TRUE,2,13938,TRUE,133,1,1,1,3,1,1,1,1,0,0.15,0,75.95,,,,FALSE
0,0,0,FALSE,409,0,0,829,741,0,0,FALSE,FALSE,1,0,0,0,0,1,1,1,37,33,13,FALSE,1474,0,TRUE,111,14057,FALSE,6708,1,1,1,2,1,1,1,1,0,0.09,0,38.95,,,,FALSE
1,1,1,FALSE,7,0,0,1,0,0,171,FALSE,FALSE,1,0,1,1,1,1,1,2,2,0,0,FALSE,40,0,FALSE,0,21,FALSE,46,2,2,2,2,2,2,2,2,0,0.33,0,40.95,,,,TRUE
1,1,1,FALSE,4,0,0,3,2,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,1,FALSE,5,0,FALSE,0,0,FALSE,49,1,1,1,1,1,1,1,1,0,0.18,0,65.95,,,,FALSE
0,0,0,FALSE,527,0,0,1408,796,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,8,5,8,FALSE,629,0,TRUE,11,13559,TRUE,710,1,1,1,1,1,1,1,1,0,0.29,0,18.95,,,,FALSE
0,0,0,FALSE,581,0,0,3489,2911,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,41,36,41,FALSE,1820,0,TRUE,29,13964,TRUE,1780,0,0,0,0,0,0,0,0,0,0.1,0,39.45,,,,FALSE
0,0,0,FALSE,193,0,0,479,395,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,7,2,7,FALSE,484,0,TRUE,5,11141,TRUE,305,1,1,1,2,1,1,1,2,0,0,0,25.95,,,,FALSE
1,1,1,FALSE,691,0,0,3230,2210,0,0,FALSE,FALSE,1,1,1,1,1,1,1,2,2,0,0,FALSE,1757,1,TRUE,24,25,FALSE,1497,2,2,2,2,2,2,2,2,0,0,0,62.95,,,,TRUE
0,0,0,FALSE,200,0,0,1116,958,0,2,FALSE,FALSE,2,0,0,0,0,0,0,1,4,3,4,FALSE,2230,0,TRUE,70,12936,TRUE,4225,1,1,1,1,1,1,1,1,0,0.17,0,35.95,,,,FALSE
0,0,1,FALSE,291,0,0,510,387,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,0,2,FALSE,1799,0,TRUE,36,13968,TRUE,2200,1,1,1,2,1,1,1,1,0,0,0,35.95,,,,FALSE
1,2,9,FALSE,99,0,0,38,21,0,1,FALSE,FALSE,1,0,0,0,0,0,0,1,1,0,0,FALSE,423,0,FALSE,0,21,FALSE,51,0,0,3,7,0,0,0,0,0,0,0,30.95,,,,TRUE
0,0,0,FALSE,702,0,0,5609,4499,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,51,40,51,FALSE,1335,0,TRUE,47,13989,FALSE,2877,1,1,1,1,1,1,1,1,0,0.2,0,18.95,,,,FALSE
0,0,0,FALSE,394,0,0,3136,1910,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,12,7,12,FALSE,2222,0,TRUE,223,14161,TRUE,13426,1,1,1,2,1,1,3,9,0,0.08,0,27.95,,,,FALSE
0,0,0,FALSE,149,0,0,95,86,0,141,FALSE,FALSE,1,0,0,0,0,0,1,1,11,10,11,FALSE,897,0,TRUE,2,5489,FALSE,133,1,1,1,2,1,1,2,3,0,0.57,0,55.95,,,,FALSE
0,0,0,FALSE,837,0,0,2327,1851,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,18,16,10,FALSE,1684,0,TRUE,2,13967,TRUE,121,1,1,1,1,1,1,1,1,0,0.13,0,45.95,,,,FALSE
0,0,1,FALSE,269,0,0,1137,1096,0,3,FALSE,FALSE,1,0,0,0,0,1,1,1,2,1,2,FALSE,419,0,TRUE,39,717,FALSE,2392,1,1,1,2,1,1,1,1,0,0.2,0,38.15,,,,FALSE
0,0,0,FALSE,902,0,0,3401,2998,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,36,30,36,FALSE,1383,0,TRUE,70,14040,FALSE,4238,1,1,2,5,1,1,1,1,0,0.11,0,50.95,,,,FALSE
0,0,0,FALSE,7,0,0,9,3,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,2,1,1,FALSE,472,0,FALSE,14,6667,TRUE,845,0,0,0,0,0,0,0,0,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,705,0,0,3329,2165,0,2,FALSE,FALSE,2,0,0,0,0,0,0,1,23,18,23,FALSE,2160,0,TRUE,240,14203,FALSE,14419,1,1,1,2,1,1,1,2,0,0.2,0,60.95,,,,FALSE
0,0,0,FALSE,1298,0,0,2778,2261,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,45,36,29,FALSE,1627,0,TRUE,15,11468,TRUE,919,1,1,2,4,1,1,1,1,0,0.2,0,25,,,,FALSE
0,0,1,FALSE,24,0,0,9,3,1,117,FALSE,FALSE,1,0,0,0,1,1,1,2,9,3,0,FALSE,145,0,TRUE,1,10607,FALSE,113,2,6,9,9,1,1,1,1,0,0.71,0,60.95,,,,TRUE
0,0,0,FALSE,28,0,0,40,33,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,2,1,2,FALSE,91,0,TRUE,13,896,TRUE,828,1,1,1,2,1,1,1,1,0,0,0,20.95,,,,FALSE
0,0,0,FALSE,1364,0,0,3172,2554,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,24,17,24,FALSE,2226,0,TRUE,118,14056,FALSE,7103,1,1,1,2,1,1,1,1,0,0.1,0,33.95,,,,FALSE
0,0,0,FALSE,197,0,0,798,739,0,84,FALSE,FALSE,1,0,0,0,0,0,0,1,13,10,13,FALSE,1678,0,TRUE,2,3844,TRUE,131,1,1,2,3,1,1,2,3,0,0,0,60.95,,,,TRUE
0,0,0,FALSE,659,0,0,1507,1078,0,0,FALSE,FALSE,1,0,0,0,0,0,0,0,21,11,19,FALSE,761,0,TRUE,17,13823,TRUE,1059,0,1,1,1,0,0,0,0,0,2.5,0,140.95,,,,TRUE
0,0,0,FALSE,799,0,0,4125,3584,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,12,11,12,FALSE,2251,0,TRUE,23,13961,TRUE,1423,1,1,1,2,1,1,1,2,0,0.1,0,22.95,,,,FALSE
0,0,0,FALSE,1137,0,0,5572,4656,0,0,FALSE,FALSE,1,0,0,0,0,1,2,1,14,13,14,FALSE,1037,0,TRUE,25,9890,FALSE,1500,1,1,1,2,1,1,1,1,0,0.2,0,30.95,,,,FALSE
0,0,0,FALSE,6,0,0,7,1,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,0,FALSE,10,0,FALSE,0,0,FALSE,4,1,1,1,1,1,1,2,2,0,0.23,0,74.75,,,,TRUE
0,0,0,FALSE,571,0,0,1299,1117,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,1,FALSE,777,0,TRUE,19,3941,FALSE,1193,1,1,1,1,1,1,1,1,0,0.2,0,48.95,,,,FALSE
0,0,0,FALSE,746,0,0,5829,5117,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,40,37,40,FALSE,1259,0,TRUE,49,10417,FALSE,2962,1,1,1,4,1,1,1,3,0,0.1,0,22.95,,,,FALSE
0,0,0,FALSE,269,0,0,134,102,0,0,FALSE,FALSE,1,0,0,0,0,1,2,1,15,12,15,FALSE,564,0,TRUE,31,13512,TRUE,1894,1,1,1,1,1,1,1,1,0,0.13,0,45.95,,,,FALSE
0,0,0,FALSE,643,0,1,5060,4262,0,2,FALSE,FALSE,1,0,0,0,0,0,0,1,152,133,152,FALSE,1701,0,TRUE,19,13990,TRUE,1187,1,1,2,4,1,1,1,2,0,0.17,0,36.95,,,,FALSE
1,1,1,FALSE,729,0,0,1723,1484,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,1,0,1,FALSE,693,0,FALSE,13,18,TRUE,802,1,1,1,1,1,1,1,1,0,0.07,0,38.45,,,,FALSE
0,0,0,FALSE,78,0,0,97,86,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,2,3,FALSE,386,0,TRUE,90,14030,TRUE,5417,1,1,1,2,1,1,1,2,0,0.2,0,30.95,,,,FALSE
0,0,0,FALSE,199,0,0,226,197,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,33,27,1,FALSE,592,0,FALSE,88,14039,TRUE,5336,1,1,2,3,1,1,2,3,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,29,0,0,3,1,0,31,FALSE,FALSE,1,0,0,0,0,0,1,1,5,3,1,FALSE,35,0,FALSE,0,1058,FALSE,19,1,2,2,3,1,2,2,2,0,0.15,0,41.2,,,,FALSE
0,0,0,FALSE,155,0,0,699,545,0,1,FALSE,FALSE,2,0,0,0,0,0,1,1,32,28,32,FALSE,794,0,TRUE,18,13960,TRUE,1124,1,1,1,2,1,1,2,2,0,0.2,0,36.95,,,,FALSE
0,0,0,FALSE,643,0,0,3784,2961,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,31,18,31,FALSE,1531,0,TRUE,253,14198,FALSE,15213,0,0,0,0,0,0,0,0,0,0.14,0,40.95,,,,FALSE
0,0,1,FALSE,83,0,0,74,67,0,0,FALSE,FALSE,1,0,1,2,3,4,4,1,4,1,1,FALSE,243,0,FALSE,19,219,FALSE,1189,1,2,3,4,1,2,3,3,0,0,0,36.95,,,,TRUE
0,0,0,FALSE,625,0,0,1978,1589,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,13,11,12,FALSE,718,0,TRUE,71,14017,FALSE,4261,1,1,1,1,1,1,1,1,0,0,0,60.95,,,,FALSE
0,0,0,FALSE,650,0,0,4545,3891,0,0,FALSE,FALSE,1,0,1,1,1,3,7,1,59,52,0,FALSE,1501,0,TRUE,25,12546,FALSE,1548,1,1,1,2,1,1,1,1,0,0.2,0,60.95,,,,TRUE
0,0,0,FALSE,647,0,0,10418,9691,0,11,FALSE,FALSE,1,0,0,0,0,0,1,1,83,80,82,FALSE,1219,0,TRUE,30,13988,FALSE,1804,1,1,1,2,1,2,2,3,0,0,0,25.95,,,,FALSE
0,0,0,FALSE,281,0,0,5936,4117,0,0,FALSE,FALSE,1,0,0,0,0,0,1,2,48,43,48,FALSE,1586,0,TRUE,116,14053,FALSE,6987,2,2,2,9,2,2,2,2,0,0.1,0,22.95,,,,FALSE
0,0,0,FALSE,749,0,0,1468,1405,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,8,5,8,FALSE,1433,0,TRUE,1,13934,TRUE,94,1,1,1,1,1,1,1,1,0,0.15,0,46.95,,,,FALSE
0,0,0,FALSE,508,0,0,597,458,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,5,3,5,FALSE,339,0,TRUE,16,4719,TRUE,1001,1,1,1,2,1,1,1,1,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,430,0,9,1782,1552,0,0,FALSE,FALSE,1,0,1,1,1,1,2,1,2,1,2,FALSE,813,0,TRUE,19,13530,FALSE,1177,1,1,1,1,1,1,1,1,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,419,0,0,4755,3882,0,7,FALSE,FALSE,1,0,0,0,0,0,0,1,14,13,14,FALSE,1939,0,TRUE,46,14016,FALSE,2777,1,1,2,4,1,1,2,3,0,0.05,0,42.95,,,,FALSE
0,0,0,FALSE,174,0,2,155,133,0,49,FALSE,FALSE,1,0,0,0,0,0,0,1,6,5,6,FALSE,1186,0,TRUE,38,14006,TRUE,2326,1,1,1,1,1,1,2,3,0,0.25,0,50.95,,,,FALSE
0,0,0,FALSE,127,0,0,136,102,0,19,FALSE,FALSE,1,0,0,0,0,0,1,1,2,1,2,FALSE,258,0,TRUE,3,1494,FALSE,183,0,0,0,0,0,0,0,0,0,0,0,40.95,,,,FALSE
0,0,0,FALSE,515,0,0,2036,1755,0,0,FALSE,FALSE,1,0,0,0,0,0,1,1,3,2,3,FALSE,1237,0,TRUE,16,1532,FALSE,969,1,1,1,1,1,1,1,1,0,0.07,0,44.95,,,,FALSE
0,0,0,FALSE,362,0,0,2119,1642,0,0,FALSE,FALSE,1,0,0,0,0,0,2,2,9,7,9,FALSE,569,0,TRUE,6,13326,FALSE,386,2,2,2,2,2,2,3,3,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,654,0,0,2904,2216,0,0,FALSE,FALSE,3,0,0,0,0,0,2,1,29,27,29,FALSE,2101,0,TRUE,84,14057,TRUE,5093,1,1,1,2,1,1,1,2,0,0,0,30.95,,,,FALSE
0,0,0,FALSE,354,0,5,426,62,0,0,FALSE,FALSE,1,0,0,0,0,0,1,1,17,0,0,FALSE,650,0,TRUE,42,12743,TRUE,2560,1,2,2,5,1,1,1,5,3,0,0,60.95,,,,TRUE
0,0,0,FALSE,522,0,0,1902,1713,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,29,26,29,FALSE,961,0,TRUE,66,14009,TRUE,3989,1,1,1,2,1,1,1,1,0,0.14,0,40.95,,,,FALSE
0,0,0,FALSE,386,0,0,1082,914,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,2,3,FALSE,659,0,TRUE,1,1685,TRUE,108,1,1,1,2,1,1,2,3,0,0.16,0,37.95,,,,FALSE
0,0,0,FALSE,591,0,1,592,513,0,0,FALSE,FALSE,1,0,1,2,2,2,2,1,2,0,2,FALSE,943,0,TRUE,1,2375,FALSE,60,1,2,2,2,1,2,2,2,1,3,0,100.95,,,,TRUE
0,0,0,FALSE,50,0,0,45,40,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,5,4,5,FALSE,361,0,TRUE,19,5829,TRUE,1196,1,1,1,1,1,1,1,1,0,0,0,47.95,,,,FALSE
0,0,0,FALSE,1086,0,0,905,581,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,2,3,FALSE,1361,0,TRUE,75,884,TRUE,4538,0,0,0,1,0,0,0,1,0,0.2,0,60.95,,,,FALSE
1,1,1,FALSE,663,0,4,738,596,0,0,FALSE,FALSE,1,2,0,1,1,1,1,4,5,1,3,FALSE,846,2,TRUE,0,16,FALSE,35,4,5,5,5,4,4,4,4,0,1.5,0,70.95,,,,TRUE
0,0,0,FALSE,477,0,0,2368,1319,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,15,7,15,FALSE,1170,0,TRUE,49,14011,TRUE,2994,1,1,1,1,1,1,1,1,0,0.33,0,40.95,,,,FALSE
0,0,0,FALSE,71,0,0,79,72,0,19,FALSE,FALSE,1,0,0,0,0,0,1,1,13,11,13,FALSE,539,0,TRUE,40,2104,FALSE,2402,1,1,2,5,1,1,1,1,0,0,0,22.95,,,,FALSE
0,0,0,FALSE,425,0,0,659,522,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,3,2,3,FALSE,410,0,TRUE,335,3533,TRUE,20107,1,1,1,1,1,1,1,1,0,0.2,0,20.15,,,,FALSE
1,1,1,FALSE,147,0,2,60,0,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,0,FALSE,212,0,FALSE,9,14,FALSE,588,1,1,1,1,1,1,2,2,0,0.18,0,42.25,,,,TRUE
0,0,0,FALSE,1598,0,2,13014,10232,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,1,FALSE,1490,0,FALSE,72,14007,FALSE,4324,1,1,1,1,1,1,1,1,0,0,0,45.95,,,,FALSE
0,0,0,FALSE,498,0,0,1875,1527,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,5,2,2,FALSE,1392,0,TRUE,23,13962,TRUE,1383,1,1,1,1,1,1,1,1,0,0,0,25.95,,,,FALSE
0,0,0,FALSE,703,0,0,1506,1138,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,25,19,21,FALSE,1817,0,TRUE,18,13968,TRUE,1085,1,1,1,2,1,1,1,1,0,0,0,40.95,,,,FALSE
0,0,0,FALSE,49,0,0,141,107,0,0,FALSE,FALSE,1,0,1,1,7,24,27,1,44,7,1,FALSE,385,0,FALSE,3,6001,FALSE,236,1,1,7,34,1,1,1,2,27,0,0,16.95,,,,TRUE
0,0,0,FALSE,952,0,0,1540,1277,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,68,20,14,FALSE,2496,0,TRUE,75,14039,TRUE,4555,1,1,1,1,1,1,1,2,0,0,0,30.95,,,,FALSE
0,0,0,FALSE,294,0,1,23,2,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,1,0,1,FALSE,1537,0,TRUE,66,14008,TRUE,3964,1,1,1,1,1,1,1,1,0,0.13,0,45.95,,,,FALSE
0,0,0,FALSE,165,0,0,413,147,0,4,FALSE,FALSE,1,0,0,0,0,0,0,1,6,0,6,FALSE,606,0,TRUE,25,13927,TRUE,1553,1,1,1,1,2,2,2,2,0,0,0,35.95,,,,FALSE
0,0,0,FALSE,1839,0,1,1376,1099,0,0,FALSE,FALSE,1,0,1,1,1,1,3,1,20,17,15,FALSE,2388,0,TRUE,1,9262,FALSE,66,1,1,1,1,1,1,2,4,0,0.29,0,45.95,,,,FALSE
0,0,0,FALSE,156,0,0,409,362,0,61,FALSE,FALSE,1,0,0,0,0,0,0,1,4,3,4,FALSE,248,0,TRUE,71,5612,TRUE,4302,1,1,1,2,1,1,1,1,0,0.15,0,35.45,,,,FALSE
0,3,3,FALSE,13,5,0,13,1,0,0,FALSE,FALSE,1,8,1,1,1,1,1,10,10,0,0,FALSE,22,8,TRUE,18,96,FALSE,1099,10,10,10,10,10,10,11,11,0,0,0,30.95,,,,TRUE
0,0,0,FALSE,1407,0,0,1564,1399,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,3,1,2,FALSE,1604,0,TRUE,1,13940,FALSE,107,1,1,1,1,1,1,1,1,0,0,0,30.95,,,,FALSE
0,0,0,FALSE,391,0,0,2243,2019,0,4,FALSE,FALSE,1,0,0,0,0,0,0,1,17,14,17,FALSE,1316,0,TRUE,35,14009,TRUE,2125,1,1,1,1,1,1,1,1,0,0,0,30.95,,,,FALSE
0,0,0,FALSE,505,0,1,3183,2805,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,28,23,14,FALSE,987,0,TRUE,6,13963,FALSE,399,1,1,1,5,1,1,1,2,0,0,0,30.95,,,,FALSE
0,0,0,FALSE,240,0,0,384,308,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,3,0,3,FALSE,1259,0,TRUE,25,4461,FALSE,1541,1,1,1,1,1,1,1,1,0,0.13,0,45.95,,,,FALSE
0,0,0,FALSE,2137,0,0,15942,12057,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,78,59,74,FALSE,2186,0,TRUE,22,13961,FALSE,1366,1,1,1,2,1,1,4,9,0,0,0,84.95,,,,FALSE
0,0,0,FALSE,119,0,0,143,102,0,10,FALSE,FALSE,1,0,0,0,0,0,0,1,6,5,3,FALSE,981,0,TRUE,63,2793,TRUE,3838,1,1,1,2,1,1,2,2,0,0.13,0,35,,,,FALSE
0,0,0,FALSE,94,0,0,189,165,0,23,FALSE,FALSE,1,0,0,0,0,0,0,1,12,10,12,FALSE,822,0,TRUE,23,7772,TRUE,1389,1,1,1,1,1,1,1,1,0,0,0,25.95,,,,FALSE
0,0,0,FALSE,163,0,0,28,19,0,0,FALSE,FALSE,1,0,0,0,0,0,1,0,21,12,3,FALSE,390,0,TRUE,145,13961,FALSE,8747,0,0,2,2,0,0,1,1,0,0.32,0,125.95,,,,FALSE
1,1,1,FALSE,416,0,0,1483,1188,0,0,FALSE,FALSE,1,0,1,1,1,1,1,2,2,0,0,FALSE,1387,0,TRUE,5,12,FALSE,338,2,2,2,2,1,1,2,2,0,0.03,0,93.95,,,,TRUE
0,0,0,FALSE,328,0,0,808,512,0,1,FALSE,FALSE,1,0,0,0,0,0,0,1,20,0,20,FALSE,2194,0,TRUE,129,14064,FALSE,7785,1,1,1,2,1,1,1,2,0,0,0,35.95,,,,FALSE
1,1,1,FALSE,1070,0,1,6545,5947,0,0,FALSE,TRUE,3,0,0,0,0,0,0,1,30,29,30,FALSE,2369,0,TRUE,15,13983,TRUE,957,1,1,1,1,1,1,1,1,0,0.1,0,55.95,,,,FALSE
1,1,2,FALSE,63,0,1,27,14,0,0,FALSE,FALSE,1,0,0,1,1,1,1,0,2,0,2,FALSE,236,0,TRUE,25,26,FALSE,1556,0,2,2,2,0,0,0,0,0,0.62,0,105.95,,,,TRUE
0,0,0,FALSE,274,0,0,434,275,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,20,14,20,FALSE,663,0,TRUE,31,6486,TRUE,1892,1,1,1,5,1,1,1,3,0,0,0,11.95,,,,FALSE
1,1,1,FALSE,109,0,0,164,105,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,1,0,1,FALSE,34,0,FALSE,333,334,FALSE,20037,1,1,1,1,1,1,1,2,0,0.2,0,30.95,,,,FALSE
1,1,1,FALSE,649,0,0,7822,5980,0,0,FALSE,TRUE,3,0,1,1,1,1,1,1,7,6,7,FALSE,1257,0,TRUE,7,10495,FALSE,460,1,1,1,1,1,1,1,1,0,0.2,0,36.95,,,,FALSE
0,0,0,FALSE,11,0,0,4,3,0,5,FALSE,FALSE,1,0,0,0,0,0,0,1,2,1,2,FALSE,176,0,TRUE,70,1220,TRUE,4223,1,1,1,1,1,1,1,1,0,0,0,25.95,,,,FALSE
0,0,0,FALSE,293,0,0,741,590,0,0,FALSE,FALSE,2,0,0,0,0,0,0,1,1,0,1,FALSE,808,0,FALSE,3,7153,TRUE,180,1,1,1,1,1,1,1,1,0,0,0,30.95,,,,FALSE
0,0,1,FALSE,452,0,0,447,398,0,0,FALSE,FALSE,2,0,1,1,1,2,2,1,2,1,2,FALSE,1404,0,TRUE,1,1556,FALSE,78,1,1,1,2,1,1,1,2,0,0.1,0,22.95,,,,TRUE
0,0,0,FALSE,989,0,0,5884,4864,0,0,FALSE,FALSE,1,0,1,1,1,1,1,1,24,19,23,FALSE,2533,0,TRUE,77,14038,FALSE,4669,1,1,1,2,1,1,1,3,0,0,0,35.95,,,,FALSE
1,1,1,FALSE,109,0,0,4,2,0,0,FALSE,TRUE,3,0,0,0,0,1,1,1,2,1,0,FALSE,1732,0,TRUE,32,6335,FALSE,1951,1,1,1,1,1,1,1,2,0,3.75,0,190.95,,,,TRUE
1,1,1,FALSE,223,0,0,1528,1397,0,0,FALSE,FALSE,1,0,0,0,0,0,0,1,9,8,9,FALSE,611,0,TRUE,4,13944,FALSE,280,1,1,1,1,1,1,1,1,0,0.13,0,45.95,,,,FALSE
0,0,0,FALSE,508,0,0,2216,1751,0,0,FALSE,FALSE,1,0,0,0,0,0,1,1,4,3,4,FALSE,666,0,TRUE,86,14033,FALSE,5178,1,1,1,2,1,1,1,1,0,0.2,0,30.95,,,,FALSE
0,1,1,FALSE,563,0,1,939,626,0,270,FALSE,FALSE,1,0,0,0,1,1,1,1,2,1,2,FALSE,2204,0,TRUE,24,168,TRUE,1489,1,1,2,2,1,2,2,2,0,0,0,40.95,,,,FALSE
